Compound	Name	Formula	Mass	KEGG maps	KEGG CID
cpd01749	N-Formylkynurenine,<br>N-Formyl-L-kynurenine,<br>L-Formylkynurenine	C11H12N2O4	236	<a href=&#39;javascript:addTab("00380","Tryptophan metabolism","keggMapTabs","build_map","pathway=00380&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tryptophan metabolism</a>	C02700
cpd01750	L-Serine O-sulfate	C3H6NO6S	184	None	C02703
cpd01751	Methyl sulfate,<br>Monomethyl sulfate	CH3O4S	111	None	C02704
cpd01752	Mucus glycoprotein	C28H47N5O18	741	None	C02705
cpd01753	N-Acetoxyarylamine	C8H9NO2	151	None	C16684
cpd01754	N-Acetyl-L-leucine	C8H14NO3	172	None	C02710
cpd01755	N-Acetylhexosamine	C8H15NO6	221	None	C02711
cpd01756	N-Acetylmethionine	C7H12NO3S	190	None	C02712
cpd01757	N-Acetylmuramic acid,<br>N-Acetylmuramate	C11H18NO8	292	<a href=&#39;javascript:addTab("02060","Phosphotransferase system (PTS)","keggMapTabs","build_map","pathway=02060&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phosphotransferase system (PTS)</a><br><br><a href=&#39;javascript:addTab("00530","Aminosugars metabolism","keggMapTabs","build_map","pathway=00530&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Aminosugars metabolism</a>	C02713
cpd01758	N-Acetylputrescine	C6H15N2O	131	<a href=&#39;javascript:addTab("00220","Urea cycle and metabolism of amino groups","keggMapTabs","build_map","pathway=00220&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Urea cycle and metabolism of amino groups</a>	C02714
cpd01759	N-Acyl-L-aspartate	C5H4NO5R	159	None	C02715
cpd01760	N-Acyl-L-glutamine	C6H8N2O4R	173	None	C02716
cpd01761	N-Feruloyltyramine	C18H19NO4	313	None	C02717
cpd01762	N-Formimidoylglycine,<br>Formiminoglycine,<br>N-Formiminoglycine	C3H6N2O2	102	<a href=&#39;javascript:addTab("00230","Purine metabolism","keggMapTabs","build_map","pathway=00230&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Purine metabolism</a>	C02718
cpd01763	(Hydroxyamino)benzene,<br>Hydroxylaminobenzene,<br>N-Hydroxyarylamine	C6H7NO	109	<a href=&#39;javascript:addTab("00626","Naphthalene and anthracene degradation","keggMapTabs","build_map","pathway=00626&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Naphthalene and anthracene degradation</a>	C16685,C02720
cpd01764	N-Methyl-L-alanine	C4H9NO2	103	None	C02721
cpd01765	N-Methylhexanamide	C7H15NO	129	None	C02722
cpd01766	N-Methylputrescine	C5H16N2	104	<a href=&#39;javascript:addTab("00960","Alkaloid biosynthesis II","keggMapTabs","build_map","pathway=00960&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Alkaloid biosynthesis II</a>	C02723
cpd01767	N-Methylpyridinium	C6H8N	94	None	C02724
cpd01768	N3&#39;-Acetylneomycin	C25H53N6O14	661	None	C02725
cpd01769	N4-Phosphoagmatine	C5H14N4O3P	209	None	C02726
cpd01770	N6-Acetyl-L-lysine	C8H16N2O3	188	<a href=&#39;javascript:addTab("00310","Lysine degradation","keggMapTabs","build_map","pathway=00310&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Lysine degradation</a>	C02727
cpd01771	N6-Methyl-L-lysine	C7H17N2O2	161	None	C02728
cpd01772	Succinylbenzoate,<br>o-Succinylbenzoate,<br>2-Succinylbenzoate	C11H8O5	220	<a href=&#39;javascript:addTab("00130","Ubiquinone biosynthesis","keggMapTabs","build_map","pathway=00130&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Ubiquinone biosynthesis</a>	C02730
cpd01773	Phenylphosphate,<br>Phenolic phosphate	C6H6O4P	173	<a href=&#39;javascript:addTab("00632","Benzoate degradation via CoA ligation","keggMapTabs","build_map","pathway=00632&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Benzoate degradation via CoA ligation</a>	C02734
cpd01774	2-Amino-1-phenylethanol,<br>Phenylethanolamine	C8H12NO	138	None	C02735
cpd01775	1-(5-phospho-D-ribosyl)-ATP,<br>1-(5-Phosphoribosyl)-ATP,<br>N1-(5-Phospho-D-ribosyl)-ATP,<br>Phosphoribosyl-ATP	C15H21N5O20P4	715	<a href=&#39;javascript:addTab("00340","Histidine metabolism","keggMapTabs","build_map","pathway=00340&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Histidine metabolism</a>	C02739
cpd01776	(S)-4,5-Dihydro-2-(6-hydroxy-2-benzothiazolyl)-4-thiazolecarboxylic acid,<br>(S)-4,5-Dihydro-2-(6-hydroxy-1,3-benzothiazol-2-yl)thiazole-4- carboxylic acid,<br>Photinus luciferin	C11H7N2O3S2	279	None	C02740
cpd01777	1-(5-phospho-D-ribosyl)-AMP,<br>1-(5-Phosphoribosyl)-AMP,<br>N1-(5-Phospho-D-ribosyl)-AMP,<br>Phosphoribosyl-AMP	C15H21N5O14P2	557	<a href=&#39;javascript:addTab("00340","Histidine metabolism","keggMapTabs","build_map","pathway=00340&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Histidine metabolism</a>	C02741
cpd01778	Psychosine sulfate	C24H47NO10S	541	None	C02744
cpd01779	Reduced-(S)-usnate	C18H17O7	345	None	C02747
cpd01780	Sinapoyltartronate	C14H12O9	324	None	C02750
cpd01781	4-Hydroxy-6-methyl-2-pyrone,<br>Triacetate lactone	C6H5O3	125	None	C02752
cpd01782	D-Xylono-1,4-lactone	C5H8O5	148	None	C02753
cpd01783	alpha-Pinene-oxide	C10H16O	152	<a href=&#39;javascript:addTab("00903","Limonene and pinene degradation","keggMapTabs","build_map","pathway=00903&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Limonene and pinene degradation</a>	C02759
cpd01784	2-Hydroxy-3-phenylpropenoate,<br>enol-alpha-Ketohydrocinnamic acid,<br>enol-Phenylpyruvic acid,<br>enol-Phenylpyruvate	C9H7O3	163	<a href=&#39;javascript:addTab("00360","Phenylalanine metabolism","keggMapTabs","build_map","pathway=00360&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phenylalanine metabolism</a>	C02763
cpd01785	(+)-Pseudoephedrine	C10H16NO	166	None	C02765
cpd01786	(R)-Ureidoglycolate,<br>(+)-Ureidoglycolate	C3H5N2O4	133	None	C02766
cpd01787	1,2-Dihydrosantonin	C15H20O3	248	None	C02771
cpd01788	10-Hydroxydecanoate,<br>10-Hydroxydecanoic acid	C10H19O3	187	None	C02774
cpd01789	Dihydroxyindole,<br>2,3-Dihydroxyindole	C8H7NO2	149	<a href=&#39;javascript:addTab("00380","Tryptophan metabolism","keggMapTabs","build_map","pathway=00380&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tryptophan metabolism</a>	C02775
cpd01790	Glycine anhydride,<br>2,5-Piperazinedione,<br>2,5-Diazacyclohexane-1,4-dione,<br>Diketopiperazine,<br>2,5-Dioxopiperazine	C4H6N2O2	114	None	C02777
cpd01791	N-2-Fluorenylacetamide,<br>2-Acetamidofluorene	C15H13NO	223	None	C02778
cpd01792	2-Dehydro-D-glucose	C6H10O6	178	None	C02779
cpd01793	2,5-diketo-D-gluconate,<br>2,5-Diketogluconic acid,<br>2,5-Didehydro-D-gluconate	C6H7O7	191	None	C02780
cpd01794	2-Deoxy-D-galactose	C6H12O5	164	None	C02781
cpd01795	2-Deoxy-D-gluconate	C6H11O6	179	None	C02782
cpd01796	2-Deoxy-L-arabinose	C5H10O4	134	None	C02783
cpd01797	2-Fluorobenzoyl-CoA	C28H36N7O17P3SF	886	None	C02784
cpd01798	3-Hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone,<br>3-Hydroxy-vitamin K	C31H48O3	468	None	C02785
cpd01799	Isobutylamine,<br>2-Methyl-1-propanamine,<br>2-Methylpropanamine	C4H12N	74	None	C02787
cpd01800	2-trans-Hexadecenal	C16H30O	238	None	None
cpd01801	3,4-Dichloroaniline	C6H5NCl2	161	None	C02791
cpd01802	3-Fluorobenzoyl-CoA	C28H36N7O17P3SF	886	None	C02792
cpd01803	2-Hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone,<br>2-Hydroxy-vitamin K	C31H48O3	468	None	C02793
cpd01804	3-Hydroxy-DL-kynurenine,<br>3-Hydroxykynurenine	C10H12N2O4	224	None	C02794
cpd01805	3-Methyleneoxindole	C9H7NO	145	None	C02796
cpd01806	3-Oxo-5beta-steroid	C19H30O	274	None	C02797
cpd01807	3-Phosphonopyruvate	C3H2O6P	165	<a href=&#39;javascript:addTab("00440","Aminophosphonate metabolism","keggMapTabs","build_map","pathway=00440&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Aminophosphonate metabolism</a>	C02798
cpd01808	3beta-Hydroxysterol	C17H28O	248	None	C02799
cpd01809	4-Oxoglutarate semialdehyde,<br>4,5-Dioxopentanoate	C5H5O4	129	<a href=&#39;javascript:addTab("00860","Porphyrin and chlorophyll metabolism","keggMapTabs","build_map","pathway=00860&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Porphyrin and chlorophyll metabolism</a>	C02800
cpd01810	4-Aminobutanoyl-CoA	C25H41N8O17P3S	850	None	C02801
cpd01811	4-Fluorobenzoyl-CoA	C28H36N7O17P3SF	886	<a href=&#39;javascript:addTab("00364","Fluorobenzoate degradation","keggMapTabs","build_map","pathway=00364&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Fluorobenzoate degradation</a>	C02802
cpd01812	p-Nitroacetophenone,<br>4-Nitroacetophenone	C8H7NO3	165	None	C02803
cpd01813	5-Hydroxypentanoate	C5H9O3	117	None	C02804
cpd01814	Pyrrolidone-carboxyl-peptide,<br>Pyrrolidone-carboxylyl-peptide,<br>Pyroglutamyl-peptide,<br>5-Oxoprolyl-peptide	C7H8N2O4R	185	None	C02805
cpd01815	8-Hydroxykaempferol	C15H8O7	300	None	C02806
cpd01816	1,2-Diketoacenaphthene,<br>Acenaphthoquinone,<br>Acenaphthenequinone	C12H6O2	182	None	C02807
cpd01817	Acetylblasticidin S	C19H28N8O6	464	None	C02808
cpd01818	Albendazole S-oxide	C12H15N3O3S	281	None	C02809
cpd01819	Alditol 6-phosphate	C6H14O9P	261	None	C02810
cpd01820	Anhydrotetracycline	C22H22N2O7	426	<a href=&#39;javascript:addTab("01057","Biosynthesis of type II polyketide products","keggMapTabs","build_map","pathway=01057&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of type II polyketide products</a><br><br><a href=&#39;javascript:addTab("00253","Tetracycline biosynthesis","keggMapTabs","build_map","pathway=00253&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tetracycline biosynthesis</a>	C02811
cpd01821	Ascorbate 2-sulfate	C6H6O9S	254	None	C02812
cpd01822	Hydroxyquinol,<br>1,2,4-Trihydroxybenzene,<br>1,2,4-Benzenetriol,<br>Hydroxyhydroquinone,<br>Benzene-1,2,4-triol	C6H6O3	126	<a href=&#39;javascript:addTab("00627","1,4-Dichlorobenzene degradation","keggMapTabs","build_map","pathway=00627&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>1,4-Dichlorobenzene degradation</a><br><br><a href=&#39;javascript:addTab("00361","gamma-Hexachlorocyclohexane degradation","keggMapTabs","build_map","pathway=00361&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>gamma-Hexachlorocyclohexane degradation</a><br><br><a href=&#39;javascript:addTab("00362","Benzoate degradation via hydroxylation","keggMapTabs","build_map","pathway=00362&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Benzoate degradation via hydroxylation</a>	C02814
cpd01823	Chlordecone alcohol	C10H2OCl10	488	None	C02817
cpd01824	Cortell,<br>Hydrocortisone acetate,<br>Cortisol 21-acetate	C23H32O6	404	None	C02821
cpd01825	Cortisol 21-sulfate	C21H29O8S	441	None	C02822
cpd01826	Vitamin B12 complex,<br>Dicopac,<br>Cyanocobalamin,<br>Cyanocob(III)alamin	C63H88CoN14O14P	1354	<a href=&#39;javascript:addTab("00860","Porphyrin and chlorophyll metabolism","keggMapTabs","build_map","pathway=00860&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Porphyrin and chlorophyll metabolism</a>	C02823
cpd01827	Cyclohexylamide sulfate,<br>Cylamic acid,<br>Cyclohexylsulfamic acid,<br>Cyclohexylsulfamate	C6H12NO3S	178	<a href=&#39;javascript:addTab("00930","Caprolactam degradation","keggMapTabs","build_map","pathway=00930&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Caprolactam degradation</a>	C02824
cpd01828	Cypridina luciferin	C22H28N7O	406	None	C02825
cpd01829	D-Glucose 6-sulfate	C6H11O9S	259	None	C02827
cpd01830	D-Phe-Pro-Arg-CH2Cl	C21H32N6O3Cl	451	None	C02828
cpd01831	4-Imidazoleacetate,<br>Imidazoleacetic acid,<br>Imidazole-4-acetate	C5H5N2O2	125	<a href=&#39;javascript:addTab("00340","Histidine metabolism","keggMapTabs","build_map","pathway=00340&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Histidine metabolism</a>	C02835
cpd01832	L-2-Amino-hexano-6-lactam,<br>L-Lysine 1,6-lactam	C6H13N2O	129	None	C02837
cpd01833	L-Octanoylcarnitine	C15H29NO4	287	None	C02838
cpd01834	MEK,<br>2-Butanone,<br>Ethyl methyl ketone,<br>Methyl ethyl ketone	C4H8O	72	None	C02845
cpd01835	N,N-Dimethylbenzenamine,<br>Dimethylaminobenzene,<br>N,N-Dimethylaniline	C8H11N	121	None	C02846
cpd01836	N-Ethylglycocyamine	C8H17NO5	207	None	C02852
cpd01837	N-Furfurylformamide	C6H7NO2	125	None	C02854
cpd01838	N-Phospho-D-lombricine	C6H14N4O9P2	348	<a href=&#39;javascript:addTab("00260","Glycine, serine and threonine metabolism","keggMapTabs","build_map","pathway=00260&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glycine, serine and threonine metabolism</a>	C02855
cpd01839	N3&#39;-Acetylapramycin	C23H47N5O12	585	None	C02856
cpd01840	O-Butanoylcarnitine	C11H21NO4	231	None	C02862
cpd01841	O-Demethylpuromycin	C21H28N7O5	458	None	C02864
cpd01842	O-Sinapoylglucarate	C17H18O12	414	None	C02866
cpd01843	Lecanoric acid,<br>Orsellinate depside	C16H13O7	317	None	C02868
cpd01844	Propionyl phosphate,<br>Propanoyl phosphate	C3H6O5P	153	<a href=&#39;javascript:addTab("00640","Propanoate metabolism","keggMapTabs","build_map","pathway=00640&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Propanoate metabolism</a><br><br><a href=&#39;javascript:addTab("00660","C5-Branched dibasic acid metabolism","keggMapTabs","build_map","pathway=00660&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>C5-Branched dibasic acid metabolism</a>	C02876
cpd01845	Protochlorophyllide	C35H30N4O5Mg	610	<a href=&#39;javascript:addTab("00860","Porphyrin and chlorophyll metabolism","keggMapTabs","build_map","pathway=00860&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Porphyrin and chlorophyll metabolism</a>	C02880
cpd01847	D-Ribose 5-triphosphate,<br>Ribose triphosphate	C5H10O14P3	387	None	C02884
cpd01848	S-Hexyl-L-glutathione,<br>S-Hexyl-glutathione	C16H28N3O6S	390	None	C02886
cpd01849	Sinapoyl-(S)-malate,<br>Sinapoyl malate	C15H14O9	338	<a href=&#39;javascript:addTab("00940","Phenylpropanoid biosynthesis","keggMapTabs","build_map","pathway=00940&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phenylpropanoid biosynthesis</a>	C02887
cpd01850	L-Sorbose 1-phosphate,<br>L-xylo-Hexulose 1-phosphate,<br>L-Sorbose 1P,<br>Sorbose 1-phosphate	C6H12O9P	259	<a href=&#39;javascript:addTab("02060","Phosphotransferase system (PTS)","keggMapTabs","build_map","pathway=02060&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phosphotransferase system (PTS)</a><br><br><a href=&#39;javascript:addTab("00051","Fructose and mannose metabolism","keggMapTabs","build_map","pathway=00051&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Fructose and mannose metabolism</a>	C02888
cpd01851	Tetrahydropalmatine	C21H25NO4	355	<a href=&#39;javascript:addTab("00950","Alkaloid biosynthesis I","keggMapTabs","build_map","pathway=00950&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Alkaloid biosynthesis I</a>	C02890
cpd01852	Thiamine acetic acid,<br>Thiamin acetic acid	C12H14N4O2S	278	<a href=&#39;javascript:addTab("00730","Thiamine metabolism","keggMapTabs","build_map","pathway=00730&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Thiamine metabolism</a>	C02892
cpd01853	Unsaturated alcohol	C6H12O	100	None	C02893
cpd01854	Watasenia luciferin	C26H19N3O9S2	581	None	C02894
cpd01855	Xylitol 5-phosphate	C5H12O8P	231	None	C02895
cpd01856	beta-Cyclopiazonic acid,<br>beta-Cyclopiazonate	C20H21N2O3	337	None	C02899
cpd01857	p-Menthane-3,8-diol	C10H20O2	172	None	C02904
cpd01858	(+)-Ampelopsin,<br>(+)-Dihydromyricetin,<br>Ampelopsin,<br>Dihydromyricetin	C15H12O8	320	<a href=&#39;javascript:addTab("00941","Flavonoid biosynthesis","keggMapTabs","build_map","pathway=00941&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Flavonoid biosynthesis</a>	C02906
cpd01859	2-Hydroxymethylnaphthalene,<br>2-Naphthalenemethanol,<br>(2-Naphthyl)methanol	C11H10O	158	<a href=&#39;javascript:addTab("00624","1- and 2-Methylnaphthalene degradation","keggMapTabs","build_map","pathway=00624&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>1- and 2-Methylnaphthalene degradation</a>	C02909
cpd01860	(R)-Hydroxyglutarate	C5H6O5	146	None	None
cpd01861	(R)-Propylene glycol,<br>(R)-1,2-Propanediol,<br>(R)-Propane-1,2-diol	C3H8O2	76	None	C02912
cpd01862	(S)-2-O-Sulfolactate	C3H4O6S	168	None	C02914
cpd01863	(S)-N-Methylcanadine	C21H24NO4	354	None	C02915
cpd01864	(S)-Tetrahydropapaveroline,<br>(S)-Norlaudanosoline	C16H17NO4	287	<a href=&#39;javascript:addTab("00950","Alkaloid biosynthesis I","keggMapTabs","build_map","pathway=00950&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Alkaloid biosynthesis I</a>	C02916
cpd01866	1-Methylnicotinamide	C7H9N2O	137	<a href=&#39;javascript:addTab("00760","Nicotinate and nicotinamide metabolism","keggMapTabs","build_map","pathway=00760&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Nicotinate and nicotinamide metabolism</a>	C02918
cpd01867	1-Sinapoyl-D-glucose	C17H21O10	385	None	None
cpd01868	2&#39;-Hydroformononetin,<br>2&#39;-Hydroxyformononetin	C16H12O5	284	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a>	C02920
cpd01869	2&#39;-Hydroxyisoflavone	C15H10O3	238	None	C02921
cpd01870	2&#39;-O-Methyllicodione	C16H14O5	286	None	C02922
cpd01871	3-Methylcatechol,<br>2,3-Dihydroxytoluene	C7H8O2	124	<a href=&#39;javascript:addTab("00622","Toluene and xylene degradation","keggMapTabs","build_map","pathway=00622&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Toluene and xylene degradation</a><br><br><a href=&#39;javascript:addTab("00624","1- and 2-Methylnaphthalene degradation","keggMapTabs","build_map","pathway=00624&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>1- and 2-Methylnaphthalene degradation</a>	C02923
cpd01872	British anti-lewisite,<br>2,3-Dimercapto-1-propanol,<br>2,3-Mercaptopropanol,<br>Dimercaprol	C3H8OS2	124	None	C02924
cpd01873	2-Aminobutan-4-olide	C4H8NO2	102	None	C02926
cpd01874	2-Caffeoylisocitrate	C15H11O10	351	None	C02927
cpd01875	2-Dehydro-D-xylonate	C5H7O6	163	None	C02928
cpd01876	2-Methyleneglutarate	C6H6O4	142	<a href=&#39;javascript:addTab("00760","Nicotinate and nicotinamide metabolism","keggMapTabs","build_map","pathway=00760&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Nicotinate and nicotinamide metabolism</a>	C02930
cpd01877	3,4-Dihydroxypyridine	C5H5NO2	111	None	C02932
cpd01878	3,5-Dichlorocatechol	C6H4O2Cl2	178	<a href=&#39;javascript:addTab("00627","1,4-Dichlorobenzene degradation","keggMapTabs","build_map","pathway=00627&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>1,4-Dichlorobenzene degradation</a>	C02933
cpd01879	3-Dehydro-D-sphinganine,<br>3-Dehydrosphinganine	C18H38NO2	300	<a href=&#39;javascript:addTab("00600","Sphingolipid metabolism","keggMapTabs","build_map","pathway=00600&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Sphingolipid metabolism</a>	C02934
cpd01880	Indole-3-acetaldehyde oxime,<br>3-Indoleacetaldoxime	C10H10N2O	174	<a href=&#39;javascript:addTab("00380","Tryptophan metabolism","keggMapTabs","build_map","pathway=00380&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tryptophan metabolism</a>	C02937
cpd01881	(Indol-3-yl)acetonitrile,<br>Indole-3-acetonitrile,<br>Indol-3-ylacetonitrile,<br>3-Indoleacetonitrile	C10H8N2	156	<a href=&#39;javascript:addTab("00380","Tryptophan metabolism","keggMapTabs","build_map","pathway=00380&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tryptophan metabolism</a>	C02938
cpd01882	Isovaleryl-CoA,<br>3-Methylbutanoyl-CoA	C26H41N7O17P3S	848	<a href=&#39;javascript:addTab("00280","Valine, leucine and isoleucine degradation","keggMapTabs","build_map","pathway=00280&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Valine, leucine and isoleucine degradation</a>	C02939
