Attributes {
	id:kb|g.236059
	source:KBase
	gene_subsystem_hash:HASH(0x5371b978)
	source_id:kb|g.236059
	geneAliasHash:HASH(0x4d6fb008)
	scientific_name:GFM TBepimetabat3256
	domain:Bacteria
	genetic_code:11
	dna_size:1750691
	num_contigs:204
	taxonomy:
	gc_content:
	complete:
	contigset_ref:2603/76/2
}
features (id	type	function	genomeID	delimiter	comment	start	stop	direction	contig	roleList) {
kb|g.236059.CDS.174	CDS	Probable GTPase related to EngC	kb|g.236059	none		614	1586	+	TBepi.metabat.3256_1021394	Probable GTPase related to EngC
kb|g.236059.CDS.175	CDS		kb|g.236059	;	No annotated function	1594	2902	+	TBepi.metabat.3256_1021394	
kb|g.236059.CDS.176	CDS		kb|g.236059	;	No annotated function	39	210	+	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.177	CDS	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	kb|g.236059	none		300	894	+	TBepi.metabat.3256_1000739	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)
kb|g.236059.CDS.178	CDS	ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit	kb|g.236059	none		902	1895	+	TBepi.metabat.3256_1000739	ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit
kb|g.236059.CDS.179	CDS	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	kb|g.236059	none		1887	2826	+	TBepi.metabat.3256_1000739	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)
kb|g.236059.CDS.180	CDS	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)	kb|g.236059	none		2822	4403	+	TBepi.metabat.3256_1000739	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)
kb|g.236059.CDS.181	CDS		kb|g.236059	;	No annotated function	4380	5391	+	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.182	CDS		kb|g.236059	;	No annotated function	5673	5364	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.183	CDS		kb|g.236059	;	No annotated function	6263	5867	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.184	CDS	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	kb|g.236059	none		7969	6259	-	TBepi.metabat.3256_1000739	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)
kb|g.236059.CDS.185	CDS	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	kb|g.236059	none		8753	7961	-	TBepi.metabat.3256_1000739	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)
kb|g.236059.CDS.186	CDS		kb|g.236059	;	No annotated function	9108	8916	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.187	CDS		kb|g.236059	;	No annotated function	9603	9186	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.188	CDS	Enoyl-CoA hydratase (EC 4.2.1.17)	kb|g.236059	none		10370	9605	-	TBepi.metabat.3256_1000739	Enoyl-CoA hydratase (EC 4.2.1.17)
kb|g.236059.CDS.189	CDS		kb|g.236059	;	No annotated function	10472	11810	+	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.190	CDS		kb|g.236059	;	No annotated function	12513	11805	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.191	CDS		kb|g.236059	;	No annotated function	12639	13740	+	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.192	CDS		kb|g.236059	;	No annotated function	13773	14448	+	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.193	CDS		kb|g.236059	;	No annotated function	14452	15850	+	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.194	CDS		kb|g.236059	;	No annotated function	16841	15845	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.195	CDS		kb|g.236059	;	No annotated function	17531	16949	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.196	CDS		kb|g.236059	;	No annotated function	17603	18356	+	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.197	CDS		kb|g.236059	;	No annotated function	18394	18925	+	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.198	CDS		kb|g.236059	;	No annotated function	19864	18901	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.199	CDS		kb|g.236059	;	No annotated function	21134	19865	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.200	CDS	Aldehyde dehydrogenase (EC 1.2.1.3)	kb|g.236059	none		22608	21141	-	TBepi.metabat.3256_1000739	Aldehyde dehydrogenase (EC 1.2.1.3)
kb|g.236059.CDS.201	CDS		kb|g.236059	;	No annotated function	23610	22644	-	TBepi.metabat.3256_1000739	
kb|g.236059.CDS.202	CDS	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	kb|g.236059	none		24659	23630	-	TBepi.metabat.3256_1000739	Butyryl-CoA dehydrogenase (EC 1.3.99.2)
kb|g.236059.CDS.203	CDS	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	kb|g.236059	none		25339	24655	-	TBepi.metabat.3256_1000739	Butyryl-CoA dehydrogenase (EC 1.3.99.2)
kb|g.236059.CDS.204	CDS	Hydride transferase 1 (Fragment)	kb|g.236059	none		1280	401	-	TBepi.metabat.3256_1002694	Hydride transferase 1 (Fragment)
kb|g.236059.CDS.205	CDS	L-lactate dehydrogenase (EC 1.1.2.3)	kb|g.236059	none		1359	2457	+	TBepi.metabat.3256_1002694	L-lactate dehydrogenase (EC 1.1.2.3)
kb|g.236059.CDS.206	CDS		kb|g.236059	;	No annotated function	2453	4091	+	TBepi.metabat.3256_1002694	
kb|g.236059.CDS.207	CDS		kb|g.236059	;	No annotated function	4930	4096	-	TBepi.metabat.3256_1002694	
kb|g.236059.CDS.208	CDS	Biotin carboxylase (EC 6.3.4.14)	kb|g.236059	none		6804	4995	-	TBepi.metabat.3256_1002694	Biotin carboxylase (EC 6.3.4.14)
kb|g.236059.CDS.209	CDS	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	kb|g.236059	none		6878	8300	+	TBepi.metabat.3256_1002694	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
kb|g.236059.CDS.210	CDS		kb|g.236059	;	No annotated function	8316	9507	+	TBepi.metabat.3256_1002694	
kb|g.236059.CDS.211	CDS		kb|g.236059	;	No annotated function	10750	10006	-	TBepi.metabat.3256_1002694	
kb|g.236059.CDS.212	CDS		kb|g.236059	;	No annotated function	10956	11208	+	TBepi.metabat.3256_1002694	
kb|g.236059.CDS.213	CDS		kb|g.236059	;	No annotated function	11932	11713	-	TBepi.metabat.3256_1002694	
kb|g.236059.CDS.214	CDS		kb|g.236059	;	No annotated function	1773	1290	-	TBepi.metabat.3256_1004390	
kb|g.236059.CDS.215	CDS	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	kb|g.236059	none		2004	3030	+	TBepi.metabat.3256_1004390	3-isopropylmalate dehydrogenase (EC 1.1.1.85)
kb|g.236059.CDS.216	CDS	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	kb|g.236059	none		3062	3965	+	TBepi.metabat.3256_1004390	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
kb|g.236059.CDS.217	CDS	(R)-citramalate synthase (EC 2.3.1.182)	kb|g.236059	none		3951	5634	+	TBepi.metabat.3256_1004390	(R)-citramalate synthase (EC 2.3.1.182)
kb|g.236059.CDS.218	CDS		kb|g.236059	;	No annotated function	5646	6150	+	TBepi.metabat.3256_1004390	
kb|g.236059.CDS.219	CDS	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	kb|g.236059	none		6178	7327	+	TBepi.metabat.3256_1004390	Butyryl-CoA dehydrogenase (EC 1.3.99.2)
kb|g.236059.CDS.220	CDS	Mobile element protein	kb|g.236059	none		7623	8610	+	TBepi.metabat.3256_1004390	Mobile element protein
kb|g.236059.CDS.221	CDS		kb|g.236059	;	No annotated function	8872	8623	-	TBepi.metabat.3256_1004390	
kb|g.236059.CDS.222	CDS		kb|g.236059	;	No annotated function	73	319	+	TBepi.metabat.3256_1008013	
kb|g.236059.CDS.223	CDS		kb|g.236059	;	No annotated function	322	1273	+	TBepi.metabat.3256_1008013	
kb|g.236059.CDS.224	CDS		kb|g.236059	;	No annotated function	1269	1854	+	TBepi.metabat.3256_1008013	
kb|g.236059.CDS.225	CDS	putative Fe-S, FMN containing oxidoreductase	kb|g.236059	none		1850	3113	+	TBepi.metabat.3256_1008013	putative Fe-S, FMN containing oxidoreductase
kb|g.236059.CDS.226	CDS		kb|g.236059	;	No annotated function	3109	3304	+	TBepi.metabat.3256_1008013	
kb|g.236059.CDS.227	CDS		kb|g.236059	;	No annotated function	3335	4856	+	TBepi.metabat.3256_1008013	
kb|g.236059.CDS.228	CDS	Enoyl-CoA hydratase (EC 4.2.1.17)	kb|g.236059	none		4896	5628	+	TBepi.metabat.3256_1008013	Enoyl-CoA hydratase (EC 4.2.1.17)
kb|g.236059.CDS.229	CDS		kb|g.236059	;	No annotated function	5935	5647	-	TBepi.metabat.3256_1008013	
kb|g.236059.CDS.230	CDS	3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6); Glutaconate CoA-transferase subunit A (EC 2.8.3.12)	kb|g.236059	;		46	331	+	TBepi.metabat.3256_1010994	3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6);Glutaconate CoA-transferase subunit A (EC 2.8.3.12)
kb|g.236059.CDS.231	CDS	Putative CoA-transferase subunit beta Rv3552/MT3656 (EC 2.8.3.-)	kb|g.236059	none		327	1083	+	TBepi.metabat.3256_1010994	Putative CoA-transferase subunit beta Rv3552/MT3656 (EC 2.8.3.-)
kb|g.236059.CDS.232	CDS	2-nitropropane dioxygenase (EC 1.13.11.32)	kb|g.236059	none		1079	2156	+	TBepi.metabat.3256_1010994	2-nitropropane dioxygenase (EC 1.13.11.32)
kb|g.236059.CDS.233	CDS		kb|g.236059	;	No annotated function	2152	3793	+	TBepi.metabat.3256_1010994	
kb|g.236059.CDS.234	CDS	Adenylosuccinate synthetase (EC 6.3.4.4)	kb|g.236059	none		196	1684	+	TBepi.metabat.3256_1011818	Adenylosuccinate synthetase (EC 6.3.4.4)
kb|g.236059.CDS.235	CDS	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	kb|g.236059	none		1680	2949	+	TBepi.metabat.3256_1011818	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
kb|g.236059.CDS.236	CDS	Adenylosuccinate lyase (EC 4.3.2.2)	kb|g.236059	none		2945	4262	+	TBepi.metabat.3256_1011818	Adenylosuccinate lyase (EC 4.3.2.2)
kb|g.236059.CDS.237	CDS		kb|g.236059	;	No annotated function	22	1180	+	TBepi.metabat.3256_1012064	
kb|g.236059.CDS.238	CDS	putative cytochrome P450 hydroxylase	kb|g.236059	none		1173	2490	+	TBepi.metabat.3256_1012064	putative cytochrome P450 hydroxylase
kb|g.236059.CDS.239	CDS	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	kb|g.236059	none		3788	2492	-	TBepi.metabat.3256_1012064	Butyryl-CoA dehydrogenase (EC 1.3.99.2)
kb|g.236059.CDS.240	CDS	Riboflavin synthase archaeal (EC 2.5.1.9)	kb|g.236059	none		3926	4406	+	TBepi.metabat.3256_1012064	Riboflavin synthase archaeal (EC 2.5.1.9)
kb|g.236059.CDS.241	CDS	putative periplasmic protein kinase ArgK and related GTPases of G3E family	kb|g.236059	none		1008	24	-	TBepi.metabat.3256_1020310	putative periplasmic protein kinase ArgK and related GTPases of G3E family
kb|g.236059.CDS.242	CDS	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	kb|g.236059	none		2249	1001	-	TBepi.metabat.3256_1020310	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
kb|g.236059.CDS.243	CDS		kb|g.236059	;	No annotated function	2691	2226	-	TBepi.metabat.3256_1020310	
kb|g.236059.CDS.244	CDS	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	kb|g.236059	none		16	1117	+	TBepi.metabat.3256_1017871	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
kb|g.236059.CDS.245	CDS	Homoserine kinase (EC 2.7.1.39)	kb|g.236059	none		1121	1988	+	TBepi.metabat.3256_1017871	Homoserine kinase (EC 2.7.1.39)
kb|g.236059.CDS.246	CDS		kb|g.236059	;	No annotated function	129	609	+	TBepi.metabat.3256_1015917	
kb|g.236059.CDS.247	CDS	SOS-response repressor and protease LexA (EC 3.4.21.88)	kb|g.236059	none		593	1226	+	TBepi.metabat.3256_1015917	SOS-response repressor and protease LexA (EC 3.4.21.88)
kb|g.236059.CDS.248	CDS	monooxygenase, flavin-binding family	kb|g.236059	none		2695	1237	-	TBepi.metabat.3256_1015917	monooxygenase, flavin-binding family
kb|g.236059.CDS.249	CDS		kb|g.236059	;	No annotated function	3531	2694	-	TBepi.metabat.3256_1015917	
kb|g.236059.CDS.250	CDS		kb|g.236059	;	No annotated function	92	506	+	TBepi.metabat.3256_1012178	
kb|g.236059.CDS.251	CDS	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	kb|g.236059	none		502	1096	+	TBepi.metabat.3256_1012178	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
kb|g.236059.CDS.252	CDS		kb|g.236059	;	No annotated function	1082	1307	+	TBepi.metabat.3256_1012178	
kb|g.236059.CDS.253	CDS	Ribosomal silencing factor RsfA (former Iojap)	kb|g.236059	none		1296	1677	+	TBepi.metabat.3256_1012178	Ribosomal silencing factor RsfA (former Iojap)
kb|g.236059.CDS.254	CDS		kb|g.236059	;	No annotated function	1673	2570	+	TBepi.metabat.3256_1012178	
kb|g.236059.CDS.255	CDS	SSU ribosomal protein S2p (SAe)	kb|g.236059	none		2701	3517	+	TBepi.metabat.3256_1012178	SSU ribosomal protein S2p (SAe)
kb|g.236059.CDS.256	CDS		kb|g.236059	;	No annotated function	2745	2565	-	TBepi.metabat.3256_1012178	
kb|g.236059.CDS.257	CDS	Translation elongation factor Ts	kb|g.236059	none		3521	4316	+	TBepi.metabat.3256_1012178	Translation elongation factor Ts
kb|g.236059.CDS.258	CDS		kb|g.236059	;	No annotated function	19	1051	+	TBepi.metabat.3256_1010469	
kb|g.236059.CDS.259	CDS		kb|g.236059	;	No annotated function	1266	1563	+	TBepi.metabat.3256_1010469	
kb|g.236059.CDS.260	CDS	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	kb|g.236059	none		1786	3670	+	TBepi.metabat.3256_1010469	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)
kb|g.236059.CDS.261	CDS	Recombination protein RecR	kb|g.236059	none		3672	4275	+	TBepi.metabat.3256_1010469	Recombination protein RecR
kb|g.236059.CDS.262	CDS		kb|g.236059	;	No annotated function	4987	4282	-	TBepi.metabat.3256_1010469	
kb|g.236059.CDS.263	CDS		kb|g.236059	;	No annotated function	2415	2589	+	TBepi.metabat.3256_1009413	
kb|g.236059.CDS.264	CDS	Exonuclease SbcD	kb|g.236059	none		3726	2553	-	TBepi.metabat.3256_1009413	Exonuclease SbcD
kb|g.236059.CDS.265	CDS	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	kb|g.236059	none		3872	4673	+	TBepi.metabat.3256_1009413	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
kb|g.236059.CDS.266	CDS		kb|g.236059	;	No annotated function	5422	4678	-	TBepi.metabat.3256_1009413	
kb|g.236059.CDS.267	CDS		kb|g.236059	;	No annotated function	1949	821	-	TBepi.metabat.3256_1007946	
kb|g.236059.CDS.268	CDS	DNA recombination protein RmuC	kb|g.236059	none		3302	2000	-	TBepi.metabat.3256_1007946	DNA recombination protein RmuC
kb|g.236059.CDS.269	CDS		kb|g.236059	;	No annotated function	3379	4075	+	TBepi.metabat.3256_1007946	
kb|g.236059.CDS.270	CDS	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	kb|g.236059	none		5107	4075	-	TBepi.metabat.3256_1007946	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
kb|g.236059.CDS.271	CDS	Aspartokinase (EC 2.7.2.4)	kb|g.236059	none		6041	5126	-	TBepi.metabat.3256_1007946	Aspartokinase (EC 2.7.2.4)
kb|g.236059.CDS.272	CDS		kb|g.236059	;	No annotated function	286	166	-	TBepi.metabat.3256_1007774	
kb|g.236059.CDS.273	CDS		kb|g.236059	;	No annotated function	1337	311	-	TBepi.metabat.3256_1007774	
kb|g.236059.CDS.274	CDS	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	kb|g.236059	none		1415	2333	+	TBepi.metabat.3256_1007774	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases
kb|g.236059.CDS.275	CDS		kb|g.236059	;	No annotated function	2329	2845	+	TBepi.metabat.3256_1007774	
kb|g.236059.CDS.276	CDS		kb|g.236059	;	No annotated function	3725	2873	-	TBepi.metabat.3256_1007774	
kb|g.236059.CDS.277	CDS		kb|g.236059	;	No annotated function	3718	3844	+	TBepi.metabat.3256_1007774	
kb|g.236059.CDS.278	CDS		kb|g.236059	;	No annotated function	3833	3992	+	TBepi.metabat.3256_1007774	
kb|g.236059.CDS.279	CDS		kb|g.236059	;	No annotated function	4043	5543	+	TBepi.metabat.3256_1007774	
kb|g.236059.CDS.280	CDS		kb|g.236059	;	No annotated function	6176	5495	-	TBepi.metabat.3256_1007774	
kb|g.236059.CDS.281	CDS		kb|g.236059	;	No annotated function	24	504	+	TBepi.metabat.3256_1007234	
kb|g.236059.CDS.282	CDS		kb|g.236059	;	No annotated function	545	1112	+	TBepi.metabat.3256_1007234	
kb|g.236059.CDS.283	CDS		kb|g.236059	;	No annotated function	1108	1354	+	TBepi.metabat.3256_1007234	
kb|g.236059.CDS.284	CDS	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	kb|g.236059	none		1350	2232	+	TBepi.metabat.3256_1007234	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)
kb|g.236059.CDS.285	CDS	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	kb|g.236059	none		2241	2820	+	TBepi.metabat.3256_1007234	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
kb|g.236059.CDS.286	CDS	GTP cyclohydrolase I (EC 3.5.4.16) type 1	kb|g.236059	none		2819	3389	+	TBepi.metabat.3256_1007234	GTP cyclohydrolase I (EC 3.5.4.16) type 1
kb|g.236059.CDS.287	CDS	Dihydropteroate synthase (EC 2.5.1.15)	kb|g.236059	none		3422	4235	+	TBepi.metabat.3256_1007234	Dihydropteroate synthase (EC 2.5.1.15)
kb|g.236059.CDS.288	CDS		kb|g.236059	;	No annotated function	4234	4744	+	TBepi.metabat.3256_1007234	
kb|g.236059.CDS.289	CDS		kb|g.236059	;	No annotated function	4746	5109	+	TBepi.metabat.3256_1007234	
kb|g.236059.CDS.290	CDS	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	kb|g.236059	none		5105	5564	+	TBepi.metabat.3256_1007234	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)
kb|g.236059.CDS.291	CDS		kb|g.236059	;	No annotated function	5621	6398	+	TBepi.metabat.3256_1007234	
kb|g.236059.CDS.292	CDS	Enoyl-CoA hydratase (EC 4.2.1.17)	kb|g.236059	none		623	1460	+	TBepi.metabat.3256_1006810	Enoyl-CoA hydratase (EC 4.2.1.17)
kb|g.236059.CDS.293	CDS	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	kb|g.236059	none		1462	2335	+	TBepi.metabat.3256_1006810	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
kb|g.236059.CDS.294	CDS	Lipid A export ATP-binding/permease protein MsbA	kb|g.236059	none		4210	2341	-	TBepi.metabat.3256_1006810	Lipid A export ATP-binding/permease protein MsbA
kb|g.236059.CDS.295	CDS		kb|g.236059	;	No annotated function	4301	4841	+	TBepi.metabat.3256_1006810	
kb|g.236059.CDS.296	CDS		kb|g.236059	;	No annotated function	6759	4836	-	TBepi.metabat.3256_1006810	
kb|g.236059.CDS.297	CDS		kb|g.236059	;	No annotated function	18	366	+	TBepi.metabat.3256_1005356	
kb|g.236059.CDS.298	CDS	Phosphoserine aminotransferase (EC 2.6.1.52)	kb|g.236059	none		1599	471	-	TBepi.metabat.3256_1005356	Phosphoserine aminotransferase (EC 2.6.1.52)
kb|g.236059.CDS.299	CDS	Aspartate aminotransferase (EC 2.6.1.1)	kb|g.236059	none		1618	2839	+	TBepi.metabat.3256_1005356	Aspartate aminotransferase (EC 2.6.1.1)
kb|g.236059.CDS.300	CDS	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	kb|g.236059	none		2879	4451	+	TBepi.metabat.3256_1005356	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
kb|g.236059.CDS.301	CDS		kb|g.236059	;	No annotated function	4628	4478	-	TBepi.metabat.3256_1005356	
kb|g.236059.CDS.302	CDS	2-isopropylmalate synthase (EC 2.3.3.13)	kb|g.236059	none		4854	6525	+	TBepi.metabat.3256_1005356	2-isopropylmalate synthase (EC 2.3.3.13)
kb|g.236059.CDS.303	CDS		kb|g.236059	;	No annotated function	6521	7136	+	TBepi.metabat.3256_1005356	
kb|g.236059.CDS.304	CDS	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	kb|g.236059	none		7732	7138	-	TBepi.metabat.3256_1005356	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
kb|g.236059.CDS.305	CDS	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	kb|g.236059	none		7905	7728	-	TBepi.metabat.3256_1005356	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
kb|g.236059.CDS.306	CDS	Methylmalonyl-CoA mutase (EC 5.4.99.2)	kb|g.236059	none		8	1025	+	TBepi.metabat.3256_1005295	Methylmalonyl-CoA mutase (EC 5.4.99.2)
kb|g.236059.CDS.307	CDS		kb|g.236059	;	No annotated function	1317	1020	-	TBepi.metabat.3256_1005295	
kb|g.236059.CDS.308	CDS	Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A	kb|g.236059	none		2509	1342	-	TBepi.metabat.3256_1005295	Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A
kb|g.236059.CDS.309	CDS		kb|g.236059	;	No annotated function	4260	2505	-	TBepi.metabat.3256_1005295	
kb|g.236059.CDS.310	CDS		kb|g.236059	;	No annotated function	4501	5092	+	TBepi.metabat.3256_1005295	
kb|g.236059.CDS.311	CDS	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	kb|g.236059	none		5129	6023	+	TBepi.metabat.3256_1005295	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
kb|g.236059.CDS.312	CDS	UDP-glucose dehydrogenase (EC 1.1.1.22)	kb|g.236059	none		6028	7351	+	TBepi.metabat.3256_1005295	UDP-glucose dehydrogenase (EC 1.1.1.22)
kb|g.236059.CDS.313	CDS		kb|g.236059	;	No annotated function	203	389	+	TBepi.metabat.3256_1005126	
kb|g.236059.CDS.314	CDS		kb|g.236059	;	No annotated function	402	609	+	TBepi.metabat.3256_1005126	
kb|g.236059.CDS.315	CDS	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	kb|g.236059	none		775	1381	+	TBepi.metabat.3256_1005126	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
kb|g.236059.CDS.316	CDS		kb|g.236059	;	No annotated function	1377	2316	+	TBepi.metabat.3256_1005126	
kb|g.236059.CDS.317	CDS	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	kb|g.236059	none		2312	3524	+	TBepi.metabat.3256_1005126	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
kb|g.236059.CDS.318	CDS		kb|g.236059	;	No annotated function	4292	3503	-	TBepi.metabat.3256_1005126	
kb|g.236059.CDS.319	CDS	Alkyl hydroperoxide reductase subunit C-like protein	kb|g.236059	none		4393	5029	+	TBepi.metabat.3256_1005126	Alkyl hydroperoxide reductase subunit C-like protein
kb|g.236059.CDS.320	CDS	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	kb|g.236059	none		6453	5094	-	TBepi.metabat.3256_1005126	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)
kb|g.236059.CDS.321	CDS		kb|g.236059	;	No annotated function	7139	6449	-	TBepi.metabat.3256_1005126	
kb|g.236059.CDS.322	CDS		kb|g.236059	;	No annotated function	7203	8055	+	TBepi.metabat.3256_1005126	
kb|g.236059.CDS.323	CDS	NAD-dependent protein deacetylase of SIR2 family	kb|g.236059	none		18	516	+	TBepi.metabat.3256_1010337	NAD-dependent protein deacetylase of SIR2 family
kb|g.236059.CDS.324	CDS		kb|g.236059	;	No annotated function	625	511	-	TBepi.metabat.3256_1010337	
kb|g.236059.CDS.325	CDS		kb|g.236059	;	No annotated function	1372	640	-	TBepi.metabat.3256_1010337	
kb|g.236059.CDS.326	CDS	glutamine synthetase family protein	kb|g.236059	none		1447	2806	+	TBepi.metabat.3256_1010337	glutamine synthetase family protein
kb|g.236059.CDS.327	CDS	Protein yceI precursor	kb|g.236059	none		3401	2864	-	TBepi.metabat.3256_1010337	Protein yceI precursor
kb|g.236059.CDS.328	CDS		kb|g.236059	;	No annotated function	3510	3981	+	TBepi.metabat.3256_1010337	
kb|g.236059.CDS.329	CDS	Isoleucyl-tRNA synthetase (EC 6.1.1.5)	kb|g.236059	none		5029	3976	-	TBepi.metabat.3256_1010337	Isoleucyl-tRNA synthetase (EC 6.1.1.5)
kb|g.236059.CDS.330	CDS		kb|g.236059	;	No annotated function	47	185	+	TBepi.metabat.3256_1003062	
kb|g.236059.CDS.331	CDS	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	kb|g.236059	;		449	1994	+	TBepi.metabat.3256_1003062	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2);Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2);Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
