bin_29_2_acIII.genome.CDS.3819,group00707
bin_29_2_acIII.genome.CDS.3150,group05634
bin_29_2_acIII.genome.CDS.3151,group05635
bin_29_2_acIII.genome.CDS.3156,group00769
bin_29_2_acIII.genome.CDS.3157,group03453
bin_29_2_acIII.genome.CDS.3154,group01280
bin_29_2_acIII.genome.CDS.3155,group02277
bin_29_2_acIII.genome.CDS.3158,group07017
bin_29_2_acIII.genome.CDS.3159,group00473
bin_29_2_acIII.genome.CDS.4694,group05600
bin_29_2_acIII.genome.CDS.4695,group01266
bin_29_2_acIII.genome.CDS.4696,group04362
bin_29_2_acIII.genome.CDS.4697,group00027
bin_29_2_acIII.genome.CDS.4690,group06889
bin_29_2_acIII.genome.CDS.4691,group06888
bin_29_2_acIII.genome.CDS.4692,group01102
bin_29_2_acIII.genome.CDS.3329,group00736
bin_29_2_acIII.genome.CDS.4698,group01121
bin_29_2_acIII.genome.CDS.4699,group01468
bin_29_2_acIII.genome.CDS.4448,group00229
bin_29_2_acIII.genome.CDS.2629,group07111
bin_29_2_acIII.genome.CDS.4355,group00131
bin_29_2_acIII.genome.CDS.2628,group00813
bin_29_2_acIII.genome.CDS.3808,group02120
bin_29_2_acIII.genome.CDS.3809,group00693
bin_29_2_acIII.genome.CDS.4678,group06895
bin_29_2_acIII.genome.CDS.4679,group06894
bin_29_2_acIII.genome.CDS.4676,group02440
bin_29_2_acIII.genome.CDS.4677,group06896
bin_29_2_acIII.genome.CDS.4674,group06898
bin_29_2_acIII.genome.CDS.4675,group06897
bin_29_2_acIII.genome.CDS.4672,group02621
bin_29_2_acIII.genome.CDS.4673,group06899
bin_29_2_acIII.genome.CDS.4670,group02878
bin_29_2_acIII.genome.CDS.4671,group01941
bin_29_2_acIII.genome.CDS.4078,group01110
bin_29_2_acIII.genome.CDS.3841,group07300
bin_29_2_acIII.genome.CDS.4074,group01050
bin_29_2_acIII.genome.CDS.4075,group07252
bin_29_2_acIII.genome.CDS.4076,group00776
bin_29_2_acIII.genome.CDS.4077,group00435
bin_29_2_acIII.genome.CDS.4070,group02091
bin_29_2_acIII.genome.CDS.4071,group05584
bin_29_2_acIII.genome.CDS.4072,group01080
bin_29_2_acIII.genome.CDS.4073,group04137
bin_29_2_acIII.genome.CDS.3843,group00629
bin_29_2_acIII.genome.CDS.3668,group00360
bin_29_2_acIII.genome.CDS.4357,group00132
bin_29_2_acIII.genome.CDS.3847,group07298
bin_29_2_acIII.genome.CDS.3496,group07136
bin_29_2_acIII.genome.CDS.1774,group07230
bin_29_2_acIII.genome.CDS.4356,group00155
bin_29_2_acIII.genome.CDS.1951,group07325
bin_29_2_acIII.genome.CDS.3495,group00963
bin_29_2_acIII.genome.CDS.1882,group07218
bin_29_2_acIII.genome.CDS.1880,group07219
bin_29_2_acIII.genome.CDS.3962,group00788
bin_29_2_acIII.genome.CDS.3493,group00829
bin_29_2_acIII.genome.CDS.1086,group07135
bin_29_2_acIII.genome.CDS.3398,group01024
bin_29_2_acIII.genome.CDS.4167,group00168
bin_29_2_acIII.genome.CDS.212,group00035
bin_29_2_acIII.genome.CDS.3491,group00043
bin_29_2_acIII.genome.CDS.4263,group00294
bin_29_2_acIII.genome.CDS.3396,group04360
bin_29_2_acIII.genome.CDS.4169,group00195
bin_29_2_acIII.genome.CDS.3204,group03176
bin_29_2_acIII.genome.CDS.3884,group01855
bin_29_2_acIII.genome.CDS.3669,group01169
bin_29_2_acIII.genome.CDS.4366,group06864
bin_29_2_acIII.genome.CDS.4265,group02119
bin_29_2_acIII.genome.CDS.4367,group00813
bin_29_2_acIII.genome.CDS.3880,group07289
bin_29_2_acIII.genome.CDS.3881,group07287
bin_29_2_acIII.genome.CDS.3147,group02716
bin_29_2_acIII.genome.CDS.3883,group00796
bin_29_2_acIII.genome.CDS.4207,group02437
bin_29_2_acIII.genome.CDS.3926,group00117
bin_29_2_acIII.genome.CDS.3929,group07274
bin_29_2_acIII.genome.CDS.4205,group00073
bin_29_2_acIII.genome.CDS.3924,group00395
bin_29_2_acIII.genome.CDS.4203,group01170
bin_29_2_acIII.genome.CDS.4267,group00568
bin_29_2_acIII.genome.CDS.3889,group07282
bin_29_2_acIII.genome.CDS.4201,group03341
bin_29_2_acIII.genome.CDS.3928,group00583
bin_29_2_acIII.genome.CDS.3759,group00362
bin_29_2_acIII.genome.CDS.3920,group03097
bin_29_2_acIII.genome.CDS.2850,group07079
bin_29_2_acIII.genome.CDS.2852,group03175
bin_29_2_acIII.genome.CDS.2853,group07077
bin_29_2_acIII.genome.CDS.2854,group01609
bin_29_2_acIII.genome.CDS.2855,group07076
bin_29_2_acIII.genome.CDS.2856,group00942
bin_29_2_acIII.genome.CDS.2857,group02481
bin_29_2_acIII.genome.CDS.2858,group03201
bin_29_2_acIII.genome.CDS.2859,group02192
bin_29_2_acIII.genome.CDS.4568,group01303
bin_29_2_acIII.genome.CDS.2520,group06954
bin_29_2_acIII.genome.CDS.2521,group06953
bin_29_2_acIII.genome.CDS.2522,group06952
bin_29_2_acIII.genome.CDS.3249,group03579
bin_29_2_acIII.genome.CDS.3927,group00870
bin_29_2_acIII.genome.CDS.2525,group06950
bin_29_2_acIII.genome.CDS.2526,group04354
bin_29_2_acIII.genome.CDS.2527,group04354
bin_29_2_acIII.genome.CDS.2528,group02876
bin_29_2_acIII.genome.CDS.2529,group03224
bin_29_2_acIII.genome.CDS.2454,group06818
bin_29_2_acIII.genome.CDS.2455,group00584
bin_29_2_acIII.genome.CDS.2456,group00519
bin_29_2_acIII.genome.CDS.2457,group00430
bin_29_2_acIII.genome.CDS.2450,group00530
bin_29_2_acIII.genome.CDS.2451,group06925
bin_29_2_acIII.genome.CDS.2802,group00873
bin_29_2_acIII.genome.CDS.2458,group00393
bin_29_2_acIII.genome.CDS.2801,group00820
bin_29_2_acIII.genome.CDS.2328,group06881
bin_29_2_acIII.genome.CDS.4562,group01223
bin_29_2_acIII.genome.CDS.2776,group00342
bin_29_2_acIII.genome.CDS.3205,group03176
bin_29_2_acIII.genome.CDS.3715,group00966
bin_29_2_acIII.genome.CDS.2771,group03174
bin_29_2_acIII.genome.CDS.3240,group01169
bin_29_2_acIII.genome.CDS.2619,group00948
bin_29_2_acIII.genome.CDS.2770,group03174
bin_29_2_acIII.genome.CDS.4561,group01284
bin_29_2_acIII.genome.CDS.2773,group00006
bin_29_2_acIII.genome.CDS.3710,group04713
bin_29_2_acIII.genome.CDS.4269,group03006
bin_29_2_acIII.genome.CDS.2772,group00325
bin_29_2_acIII.genome.CDS.3247,group05439
bin_29_2_acIII.genome.CDS.3497,group00397
bin_29_2_acIII.genome.CDS.3324,group00104
bin_29_2_acIII.genome.CDS.4111,group00399
bin_29_2_acIII.genome.CDS.3494,group00023
bin_29_2_acIII.genome.CDS.3321,group00475
bin_29_2_acIII.genome.CDS.4440,group01043
bin_29_2_acIII.genome.CDS.3323,group06972
bin_29_2_acIII.genome.CDS.3490,group00575
bin_29_2_acIII.genome.CDS.4119,group03817
bin_29_2_acIII.genome.CDS.3245,group00989
bin_29_2_acIII.genome.CDS.4449,group00609
bin_29_2_acIII.genome.CDS.3328,group00799
bin_29_2_acIII.genome.CDS.3499,group01817
bin_29_2_acIII.genome.CDS.3498,group00020
bin_29_2_acIII.genome.CDS.3039,group03278
bin_29_2_acIII.genome.CDS.3038,group07036
bin_29_2_acIII.genome.CDS.3031,group03532
bin_29_2_acIII.genome.CDS.3030,group00515
bin_29_2_acIII.genome.CDS.3033,group02588
bin_29_2_acIII.genome.CDS.3032,group00005
bin_29_2_acIII.genome.CDS.3035,group03094
bin_29_2_acIII.genome.CDS.3034,group00013
bin_29_2_acIII.genome.CDS.3037,group07037
bin_29_2_acIII.genome.CDS.3036,group01315
bin_29_2_acIII.genome.CDS.4342,group07327
bin_29_2_acIII.genome.CDS.4586,group00960
bin_29_2_acIII.genome.CDS.4343,group07326
bin_29_2_acIII.genome.CDS.3141,group05605
bin_29_2_acIII.genome.CDS.3140,group05606
bin_29_2_acIII.genome.CDS.3143,group07019
bin_29_2_acIII.genome.CDS.3142,group05604
bin_29_2_acIII.genome.CDS.3145,group02122
bin_29_2_acIII.genome.CDS.3144,group02662
bin_29_2_acIII.genome.CDS.4209,group03217
bin_29_2_acIII.genome.CDS.3146,group02607
bin_29_2_acIII.genome.CDS.3149,group00632
bin_29_2_acIII.genome.CDS.4206,group07228
bin_29_2_acIII.genome.CDS.3925,group02626
bin_29_2_acIII.genome.CDS.4204,group01206
bin_29_2_acIII.genome.CDS.3923,group02447
bin_29_2_acIII.genome.CDS.3922,group00020
bin_29_2_acIII.genome.CDS.3921,group07275
bin_29_2_acIII.genome.CDS.4200,group01136
bin_29_2_acIII.genome.CDS.4683,group05505
bin_29_2_acIII.genome.CDS.4682,group04363
bin_29_2_acIII.genome.CDS.4681,group01584
bin_29_2_acIII.genome.CDS.4680,group06893
bin_29_2_acIII.genome.CDS.4687,group06891
bin_29_2_acIII.genome.CDS.4686,group01746
bin_29_2_acIII.genome.CDS.4685,group01868
bin_29_2_acIII.genome.CDS.4684,group01746
bin_29_2_acIII.genome.CDS.4689,group06890
bin_29_2_acIII.genome.CDS.3737,group02030
